Species;Taxa;Sex;Age.d;Weght.g;Length.cm;Asymptotic weight.g;Asymptotic length.cm;Paper ;Comments
Ommastrephes bartramii;Squid;NA;128.372093;289.8550725;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;129.6124031;264.4927536;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;130.2325581;242.7536232;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;137.6744186;307.9710145;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;138.2945736;282.6086957;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;138.9147287;271.7391304;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;137.0542636;250;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;127.751938;257.2463768;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;146.9767442;278.9855072;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;148.8372093;268.115942;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;150.6976744;257.2463768;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;148.2170543;228.2608696;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;146.9767442;210.1449275;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;153.1782946;318.8405797;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;158.1395349;322.4637681;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;164.9612403;300.7246377;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;171.7829457;307.9710145;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;170.5426357;347.826087;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;165.5813953;365.942029;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;170.5426357;384.057971;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;174.2635659;369.5652174;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;175.503876;380.4347826;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;182.3255814;394.9275362;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;177.9844961;307.9710145;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;176.744186;340.5797101;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;180.4651163;347.826087;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;180.4651163;358.6956522;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;186.6666667;358.6956522;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;187.9069767;340.5797101;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;187.9069767;329.7101449;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;187.2868217;322.4637681;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;184.1860465;293.4782609;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;192.8682171;340.5797101;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;194.7286822;351.4492754;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;192.248062;365.942029;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;195.3488372;373.1884058;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;197.8294574;380.4347826;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;199.0697674;358.6956522;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;202.1705426;351.4492754;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;205.8914729;423.9130435;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;209.6124031;423.9130435;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;213.9534884;376.8115942;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;222.6356589;365.942029;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;221.3953488;409.4202899;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;228.8372093;413.0434783;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;230.6976744;373.1884058;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;236.2790698;373.1884058;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;243.1007752;438.4057971;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;235.0387597;456.5217391;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;225.1162791;452.8985507;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;222.6356589;496.3768116;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;228.8372093;474.6376812;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;246.2015504;460.1449275;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;244.3410853;474.6376812;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;244.3410853;510.8695652;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;240;536.2318841;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;248.0620155;521.7391304;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;253.0232558;510.8695652;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;257.3643411;565.2173913;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;256.124031;572.4637681;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;262.3255814;583.3333333;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;264.8062016;503.6231884;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;263.5658915;456.5217391;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;269.1472868;521.7391304;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;268.5271318;561.5942029;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;266.0465116;554.3478261;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;263.5658915;547.1014493;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;197.8294574;394.9275362;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;189.7674419;442.0289855;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;209.6124031;210.1449275;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;197.8294574;184.7826087;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;125.8914729;148.5507246;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;94.26356589;90.57971014;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;278.4496124;561.5942029;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;273.4883721;590.5797101;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;274.1085271;597.826087;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;277.2093023;630.4347826;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;266.6666667;652.173913;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;280.9302326;648.5507246;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;277.2093023;706.5217391;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;281.5503876;699.2753623;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;280.9302326;735.5072464;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;292.7131783;713.7681159;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;294.5736434;670.2898551;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;291.4728682;648.5507246;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;300.7751938;641.3043478;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;288.9922481;576.0869565;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;306.3565891;670.2898551;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;308.2170543;670.2898551;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;299.5348837;902.173913;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;354.7286822;1344.202899;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;324.3410853;778.9855072;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;335.503876;800.7246377;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;351.627907;851.4492754;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Ommastrephes bartramii;Squid;NA;351.627907;858.6956522;;7100.909121;90;Fang et al 2016 \ max length sea life base ;
Loligo opalescens;Squid;F;73.14553991;2.43902439;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;77.2143975;2.43902439;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;83.16118936;3.658536585;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;88.16901408;3.658536585;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;94.42879499;2.43902439;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;99.43661972;2.845528455;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;101.314554;6.097560976;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;106.3223787;2.845528455;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;128.2316119;5.691056911;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;137.9342723;19.51219512;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;142.0031299;13.00813008;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;148.2629108;13.41463415;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;147.9499218;16.2601626;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;150.7668232;14.63414634;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;153.2707355;16.2601626;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;154.2097027;13.00813008;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;159.2175274;15.44715447;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;166.1032864;14.63414634;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;164.2253521;21.13821138;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;168.2942097;16.66666667;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;171.1111111;14.63414634;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;175.1799687;12.60162602;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;171.1111111;22.76422764;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;171.1111111;26.82926829;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;167.6682316;32.5203252;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;161.4084507;26.82926829;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;161.7214397;28.45528455;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;164.2253521;31.30081301;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;177.057903;26.42276423;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;179.5618153;24.79674797;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;182.0657277;25.6097561;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;178.9358372;30.89430894;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;186.1345853;21.95121951;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;197.0892019;18.69918699;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;193.0203443;29.67479675;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;195.2112676;32.11382114;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;187.3865415;32.5203252;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;190.2034429;32.11382114;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;186.4475743;30.48780488;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;183.3176839;36.17886179;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;185.5086072;34.95934959;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;180.8137715;33.33333333;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;176.1189358;39.02439024;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;180.1877934;40.6504065;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;178.3098592;41.46341463;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;177.057903;44.71544715;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;175.8059468;46.34146341;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;152.0187793;28.86178862;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;152.9577465;26.82926829;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;154.8356808;29.26829268;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;159.2175274;34.14634146;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;161.7214397;38.61788618;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;163.599374;36.17886179;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;156.0876369;39.43089431;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;153.5837246;38.61788618;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;152.0187793;37.39837398;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;152.6447574;42.68292683;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;150.4538341;46.34146341;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;148.2629108;47.56097561;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;144.8200313;41.8699187;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;140.4381847;40.6504065;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;141.3771518;41.8699187;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;140.1251956;34.95934959;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;143.2550861;30.89430894;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;137.3082942;34.14634146;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;159.8435055;43.08943089;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;162.9733959;45.52845528;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;162.3474178;47.96747967;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;165.1643192;45.93495935;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;168.9201878;42.68292683;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;167.9812207;41.05691057;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;170.485133;36.99186992;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;170.7981221;42.68292683;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;156.400626;34.14634146;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;170.7981221;33.33333333;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;174.8669797;36.17886179;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;188.3255086;39.83739837;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;187.6995305;46.34146341;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;186.1345853;48.37398374;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;181.1267606;55.28455285;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;183.0046948;56.50406504;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;175.1799687;59.75609756;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;156.0876369;56.09756098;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;190.829421;62.60162602;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;196.4632238;59.75609756;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;191.4553991;53.25203252;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;195.2112676;45.93495935;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;196.1502347;40.6504065;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;199.2801252;36.99186992;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;201.1580595;34.14634146;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;208.6697966;36.17886179;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;212.4256651;42.68292683;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;206.1658842;48.37398374;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;201.4710485;47.96747967;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;194.8982786;50;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;199.2801252;60.16260163;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;200.2190923;65.44715447;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;197.0892019;70.32520325;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;214.3035994;68.29268293;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;F;225.258216;63.00813008;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;77.42738589;1.617250674;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;86.97095436;3.773584906;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;89.87551867;1.617250674;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;94.02489627;3.234501348;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;99.00414938;2.156334232;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;101.0788382;7.008086253;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;106.0580913;2.69541779;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;128.4647303;5.929919137;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;128.879668;30.7277628;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;142.9875519;21.02425876;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;143.8174274;19.40700809;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;147.966805;23.18059299;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;150.8713693;22.64150943;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;152.1161826;16.17250674;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;151.7012448;9.703504043;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;145.8921162;11.32075472;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;146.7219917;12.93800539;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;150.8713693;13.47708895;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;155.8506224;10.78167116;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;154.1908714;15.63342318;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;155.4356846;19.40700809;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;152.9460581;25.87601078;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;154.1908714;29.11051213;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;152.1161826;32.34501348;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;154.1908714;35.57951482;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;150.0414938;38.81401617;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;145.8921162;41.50943396;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;153.3609959;44.20485175;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;150.0414938;49.59568733;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;155.0207469;47.97843666;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;155.8506224;50.13477089;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;160.4149378;53.36927224;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;156.6804979;49.05660377;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;155.8506224;57.6819407;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;157.5103734;61.99460916;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;154.1908714;62.53369272;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;160.8298755;70.08086253;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;164.5643154;77.62803235;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;166.6390041;80.32345013;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;169.5435685;86.79245283;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;145.8921162;60.37735849;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;143.4024896;62.53369272;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;142.5726141;82.47978437;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;156.6804979;110.5121294;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;181.5767635;185.9838275;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;158.340249;28.03234501;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;160.8298755;28.57142857;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;164.9792531;30.7277628;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;168.2987552;33.96226415;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;165.3941909;36.65768194;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;165.3941909;39.89218329;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;167.4688797;39.35309973;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;160.8298755;36.65768194;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;158.340249;33.42318059;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;160.8298755;20.4851752;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;161.659751;18.86792453;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;167.8838174;13.47708895;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;171.2033195;12.93800539;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;169.1286307;24.25876011;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;172.4481328;22.10242588;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;175.7676349;23.71967655;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;168.2987552;27.49326146;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;164.1493776;25.87601078;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;174.1078838;30.7277628;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;174.1078838;31.80592992;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;173.6929461;38.81401617;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;176.5975104;29.64959569;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;181.9917012;30.7277628;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;181.9917012;25.33692722;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;182.406639;28.57142857;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;179.9170124;36.65768194;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;181.1618257;38.81401617;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;177.0124481;33.96226415;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;178.2572614;44.74393531;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;171.2033195;47.4393531;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;166.2240664;49.05660377;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;165.8091286;53.36927224;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;172.4481328;52.83018868;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;173.2780083;51.21293801;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;177.4273859;45.82210243;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;179.9170124;52.29110512;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;179.0871369;60.91644205;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;184.4813278;60.37735849;;225.9285946;19;Jackson 2003;
Loligo opalescens;Squid;M;177.4273859;61.45552561;;225.9285946;19;Jackson 2003;
